Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Napoli vs. Union Berlin;Union Berlin;Robin Gosens;6;de GER;WB;29-126;11;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;1;0;4;5;80.0;1;1;0;0;0
Napoli vs. Union Berlin;Union Berlin;Josip Juranović;18;hr CRO;WB;28-084;63;0;0;0;0;2;0;0;0;33;2;1;4;0.1;0.1;0.0;2;0;14;22;63.6;0;9;0;1;1
Napoli vs. Union Berlin;Union Berlin;Christopher Trimmel;28;at AUT;WB;36-257;27;0;0;0;0;1;1;0;0;14;0;0;0;0.0;0.0;0.0;1;0;4;9;44.4;0;1;0;0;0
Napoli vs. Union Berlin;Union Berlin;Diogo Leite;4;pt POR;CB;24-289;90;0;0;0;0;0;0;0;0;55;1;1;2;0.0;0.0;0.0;3;0;33;42;78.6;5;22;0;1;1
Napoli vs. Union Berlin;Union Berlin;Leonardo Bonucci;23;it ITA;CB;36-191;90;0;0;0;0;0;0;1;0;38;0;1;1;0.0;0.0;0.0;0;0;15;24;62.5;0;14;0;0;0
Napoli vs. Union Berlin;Union Berlin;Paul Jaeckel;3;de GER;CB;25-109;90;0;0;0;0;0;0;1;0;34;0;2;4;0.0;0.0;0.0;1;0;18;23;78.3;0;12;0;1;1
Napoli vs. Union Berlin;Union Berlin;Frederik Rønnow;1;dk DEN;GK;31-096;90;0;0;0;0;0;0;0;0;36;0;0;0;0.0;0.0;0.0;0;0;18;35;51.4;0;21;0;0;0
Porto vs. Antwerp;Porto;Mehdi Taremi;9;ir IRN;FW;31-112;68;0;0;0;0;3;1;0;0;38;2;0;2;0.2;0.2;0.0;2;0;21;27;77.8;1;27;2;1;0
Porto vs. Antwerp;Porto;Francisco Conceição;10;pt POR;RM;20-328;22;0;1;0;0;1;0;1;0;25;0;0;0;0.1;0.1;0.1;2;1;15;20;75.0;2;21;1;1;1
Porto vs. Antwerp;Porto;Evanilson;30;br BRA;FW;24-032;82;1;0;1;1;2;1;0;0;36;3;0;0;1.0;0.2;0.1;3;0;13;22;59.1;2;24;1;3;1
Porto vs. Antwerp;Porto;Fran Navarro;21;es ESP;FW;25-277;8;0;0;0;0;0;0;0;0;3;0;0;1;0.0;0.0;0.0;0;0;1;1;100.0;0;2;0;0;0
Porto vs. Antwerp;Porto;Pepê;11;br BRA;LM,FW;26-256;90;0;0;0;0;3;1;0;0;62;2;0;2;0.4;0.4;0.1;3;1;31;41;75.6;5;43;3;5;3
Porto vs. Antwerp;Porto;Stephen Eustáquio;6;ca CAN;CM;26-321;90;0;0;0;0;0;0;0;0;69;1;1;0;0.0;0.0;0.1;3;1;58;64;90.6;7;50;2;0;0
Porto vs. Antwerp;Porto;Alan Varela;22;ar ARG;CM,DM;22-126;90;0;0;0;0;1;0;0;0;126;2;0;1;0.0;0.0;0.0;5;1;110;118;93.2;13;104;1;1;1
Porto vs. Antwerp;Porto;André Franco;20;pt POR;RM,LM;25-209;81;0;0;0;0;2;0;0;0;53;0;0;1;0.6;0.6;0.1;3;0;35;42;83.3;7;38;1;2;1
Porto vs. Antwerp;Porto;Danny Loader;19;eng ENG;CM,LM;23-071;9;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;4;5;80.0;0;8;1;2;0
Porto vs. Antwerp;Porto;Zaidu Sanusi;12;ng NGA;LB;26-147;82;0;0;0;0;2;1;0;0;73;1;0;1;0.1;0.1;0.0;2;0;50;60;83.3;2;43;2;1;0
Porto vs. Antwerp;Porto;Jorge Eduardo Sánchez;15;mx MEX;RB;25-332;8;0;0;0;0;0;0;0;0;17;0;0;0;0.0;0.0;0.2;1;0;16;17;94.1;5;13;0;0;0
Porto vs. Antwerp;Porto;David Carmo;4;pt POR;CB;24-111;90;0;0;0;0;0;0;1;0;94;1;2;0;0.0;0.0;0.0;1;0;80;88;90.9;2;71;0;0;0
Porto vs. Antwerp;Porto;Pepe;3;pt POR;CB;40-254;90;1;0;0;0;1;1;0;0;108;1;0;0;0.1;0.1;0.0;0;0;94;106;88.7;12;91;0;1;1
Porto vs. Antwerp;Porto;João Mário Lopes;23;pt POR;RB,LB;23-308;90;0;0;0;0;0;0;0;0;74;4;1;3;0.0;0.0;0.6;4;0;50;60;83.3;7;49;5;3;3
Porto vs. Antwerp;Porto;Diogo Costa;99;pt POR;GK;24-049;90;0;0;0;0;0;0;0;0;33;0;0;0;0.0;0.0;0.0;0;0;30;32;93.8;0;29;0;0;0
Porto vs. Antwerp;Antwerp;George Ilenikhena;9;fr FRA;FW;17-083;74;0;0;0;0;0;0;0;0;16;0;0;0;0.0;0.0;0.3;2;0;6;7;85.7;2;10;1;2;1
Porto vs. Antwerp;Antwerp;Vincent Janssen;18;nl NED;FW;29-145;16;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;3;3;100.0;0;2;0;0;0
Porto vs. Antwerp;Antwerp;Michel-Ange Balikwisha;10;be BEL;LW;22-181;68;0;0;0;0;1;0;0;0;16;0;0;2;0.2;0.2;0.0;0;0;6;9;66.7;1;7;0;2;0
Porto vs. Antwerp;Antwerp;Arbnor Muja;11;al ALB;RW,LW;24-343;22;0;0;0;0;2;0;0;0;13;2;0;0;0.3;0.3;0.0;0;0;3;5;60.0;0;7;2;1;0
Porto vs. Antwerp;Antwerp;Gyrano Kerk;7;nl NED;RW;27-340;75;0;0;0;0;0;0;0;0;24;1;0;1;0.0;0.0;0.0;0;0;7;15;46.7;1;13;2;5;3
Porto vs. Antwerp;Antwerp;Chidera Ejuke;19;ng NGA;LW;25-309;15;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;5;5;100.0;1;8;0;4;2
Porto vs. Antwerp;Antwerp;Jurgen Ekkelenkamp;24;nl NED;AM;23-216;51;0;0;0;0;0;0;0;1;14;0;1;1;0.0;0.0;0.0;0;0;5;7;71.4;1;8;0;1;0
Porto vs. Antwerp;Antwerp;Arthur Vermeeren;48;be BEL;DM;18-273;90;0;0;0;0;0;0;1;0;38;4;1;2;0.0;0.0;0.1;1;0;24;29;82.8;2;18;0;0;0
Porto vs. Antwerp;Antwerp;Alhassan Yusuf;8;ng NGA;DM;23-112;90;0;0;0;0;1;1;1;0;48;0;1;1;0.0;0.0;0.0;0;0;32;40;80.0;6;27;0;5;2
Porto vs. Antwerp;Antwerp;Owen Wijndal;5;nl NED;LB;23-344;68;0;0;0;0;0;0;1;0;37;3;0;0;0.0;0.0;0.0;0;0;25;31;80.6;2;18;1;0;0
Porto vs. Antwerp;Antwerp;Kobe Corbanie;52;be BEL;RB,LB;18-181;22;0;0;0;0;0;0;0;0;18;0;1;0;0.0;0.0;0.0;0;0;11;13;84.6;0;7;1;0;0
Porto vs. Antwerp;Antwerp;Soumaïla Coulibaly;44;fr FRA;CB;20-024;90;0;0;0;0;0;0;0;0;53;1;2;2;0.0;0.0;0.0;0;0;33;39;84.6;0;33;1;0;0
Porto vs. Antwerp;Antwerp;Zeno Van den Bosch;33;be BEL;CB;20-124;90;0;0;0;0;0;0;0;0;41;1;1;2;0.0;0.0;0.0;0;0;26;34;76.5;0;23;0;0;0
Porto vs. Antwerp;Antwerp;Ritchie De Laet;2;be BEL;RB;34-344;45;0;0;0;0;0;0;0;0;31;0;0;0;0.0;0.0;0.0;1;0;14;25;56.0;3;6;0;0;0
Porto vs. Antwerp;Antwerp;Jelle Bataille;34;be BEL;RB,LB;24-171;45;0;0;0;0;0;0;0;0;22;0;0;0;0.0;0.0;0.0;1;0;15;20;75.0;1;16;0;1;1
Porto vs. Antwerp;Antwerp;Senne Lammens;91;be BEL;GK;21-123;90;0;0;0;0;0;0;0;0;59;0;0;0;0.0;0.0;0.2;1;0;25;57;43.9;0;39;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Cherif Ndiaye;9;sn SEN;FW;27-254;79;1;0;0;0;4;3;1;0;27;0;0;1;1.4;1.4;0.0;2;0;15;19;78.9;4;9;1;4;3
Red Star Belgrade vs. Young Boys;Red Star;Jean-Philippe Krasso;17;ci CIV;FW;26-079;11;0;1;0;0;1;0;0;0;6;0;0;0;0.1;0.1;0.0;2;1;3;4;75.0;2;3;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Stefan Mitrović;80;rs SRB;LW;21-050;69;0;0;0;0;2;1;0;0;23;0;0;1;0.1;0.1;0.0;2;0;11;15;73.3;3;16;1;5;1
Red Star Belgrade vs. Young Boys;Red Star;Aleksandar Katai;10;rs SRB;LW;32-240;21;0;0;0;0;3;0;0;0;15;0;0;0;0.2;0.2;0.6;1;0;9;10;90.0;1;11;0;2;2
Red Star Belgrade vs. Young Boys;Red Star;Osman Bukari;30;gh GHA;RW;24-295;90;1;1;0;0;3;1;1;0;46;2;1;2;0.1;0.1;0.9;8;1;17;29;58.6;6;28;5;7;3
Red Star Belgrade vs. Young Boys;Red Star;Mirko Ivanić;4;me MNE;AM;30-021;90;0;0;0;0;1;0;1;0;47;2;3;2;0.0;0.0;0.0;2;0;16;29;55.2;2;25;2;4;1
Red Star Belgrade vs. Young Boys;Red Star;Hwang In-beom;66;kr KOR;DM;27-014;90;0;0;0;0;3;1;1;0;62;4;0;0;0.3;0.3;0.6;6;0;30;49;61.2;4;27;1;2;0
Red Star Belgrade vs. Young Boys;Red Star;Marko Stamenic;6;nz NZL;DM;21-227;68;0;0;0;0;1;1;0;0;24;2;0;1;0.0;0.0;0.0;1;0;8;17;47.1;2;6;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Vladimir Lučić;37;rs SRB;DM;21-098;22;0;0;0;0;0;0;0;0;18;1;0;0;0.0;0.0;0.0;0;0;10;15;66.7;3;13;3;1;1
Red Star Belgrade vs. Young Boys;Red Star;Milan Rodić;23;rs SRB;LB;32-185;61;0;0;0;0;0;0;0;0;32;1;1;2;0.0;0.0;0.0;0;0;13;23;56.5;2;8;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Peter Olayinka;14;ng NGA;LB;27-320;29;0;0;0;0;0;0;0;0;14;1;0;0;0.0;0.0;0.0;3;0;7;13;53.8;1;6;1;1;1
Red Star Belgrade vs. Young Boys;Red Star;Aleksandar Dragović;15;at AUT;CB;32-212;90;0;0;0;0;1;1;1;0;43;2;0;1;0.6;0.6;0.0;3;0;25;35;71.4;2;17;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Nasser Djiga;24;bf BFA;CB;20-323;90;0;0;0;0;0;0;0;0;51;3;2;0;0.0;0.0;0.0;0;0;31;42;73.8;0;23;0;0;0
Red Star Belgrade vs. Young Boys;Red Star;Srđan Mijailović;33;rs SRB;RB;29-328;90;0;0;0;0;1;1;1;0;58;5;0;4;0.0;0.0;0.0;2;1;28;44;63.6;2;23;1;2;2
Red Star Belgrade vs. Young Boys;Red Star;Omri Glazer;18;il ISR;GK;27-207;90;0;0;0;0;0;0;0;0;26;0;0;0;0.0;0.0;0.0;0;0;14;22;63.6;0;12;0;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Cedric Itten;9;ch SUI;FW;26-281;74;1;0;1;1;3;2;0;0;20;0;0;1;1.0;0.3;0.0;1;0;6;12;50.0;1;11;1;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Silvère Ganvoula M'Boussy;35;cg CGO;FW;27-104;16;0;0;0;0;1;0;0;0;10;0;0;0;0.4;0.4;0.0;0;0;2;3;66.7;1;3;0;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Meschak Elia;15;cd COD;LW;26-059;90;0;0;0;0;2;0;0;0;42;0;0;2;0.3;0.3;0.2;5;0;18;27;66.7;0;22;1;4;0
Red Star Belgrade vs. Young Boys;Young Boys;Joel Monteiro;77;pt POR;RW;24-060;90;0;1;0;0;1;0;0;0;40;1;0;1;0.1;0.1;0.7;4;1;12;21;57.1;1;21;1;7;3
Red Star Belgrade vs. Young Boys;Young Boys;Darian Males;39;ch SUI;LM;22-154;73;0;0;0;0;3;0;1;0;25;0;0;2;0.2;0.2;0.0;3;0;12;15;80.0;2;14;1;2;1
Red Star Belgrade vs. Young Boys;Young Boys;Miguel Chaiwa;14;zm ZAM;DF;19-180;17;0;0;0;0;0;0;0;0;;;1;;;;;;;;;;;;;;
Red Star Belgrade vs. Young Boys;Young Boys;Cheikh Niasse;20;sn SEN;CM;23-258;90;0;0;0;0;0;0;1;0;46;2;0;2;0.0;0.0;0.0;1;0;27;38;71.1;1;25;1;1;0
Red Star Belgrade vs. Young Boys;Young Boys;Filip Ugrinic;7;ch SUI;RM;24-272;90;1;0;0;0;4;2;0;0;49;2;1;4;0.4;0.4;0.1;5;0;23;28;82.1;2;24;3;4;2
Red Star Belgrade vs. Young Boys;Young Boys;Ulisses Garcia;21;ch SUI;LB;27-266;90;0;0;0;0;3;1;0;0;84;5;0;0;0.3;0.3;0.6;7;1;49;68;72.1;6;39;6;3;2
Red Star Belgrade vs. Young Boys;Young Boys;Loris Benito;23;ch SUI;CB;31-270;46;0;0;0;0;0;0;0;0;41;0;1;1;0.0;0.0;0.0;1;0;35;35;100.0;3;23;1;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Aurele Amenda;4;ch SUI;CB;20-065;44;0;0;0;0;0;0;0;0;15;2;2;0;0.0;0.0;0.0;1;0;7;7;100.0;2;4;0;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Mohamed Aly Camara;13;gn GUI;CB;26-037;90;0;0;0;0;0;0;1;0;52;1;1;0;0.0;0.0;0.0;2;1;31;42;73.8;3;24;1;0;0
Red Star Belgrade vs. Young Boys;Young Boys;Saidy Janko;17;gm GAM;RB;27-347;90;0;0;0;0;0;0;0;0;38;2;0;3;0.0;0.0;0.0;1;0;18;27;66.7;0;10;1;1;0
Red Star Belgrade vs. Young Boys;Young Boys;Anthony Racioppi;1;ch SUI;GK;24-277;90;0;0;0;0;0;0;0;0;46;0;0;0;0.0;0.0;0.0;0;0;18;40;45.0;0;21;0;0;0
Real Sociedad vs. Benfica;Real Sociedad;Mikel Oyarzabal;10;es ESP;FW;26-201;90;1;0;0;0;2;2;0;0;29;2;0;1;0.7;0.7;0.0;2;1;13;16;81.3;0;19;2;6;2
Real Sociedad vs. Benfica;Real Sociedad;Ander Barrenetxea;7;es ESP;LW;21-316;77;1;0;0;0;3;1;1;0;57;1;0;1;0.3;0.3;0.0;6;1;28;38;73.7;7;46;7;10;3
Real Sociedad vs. Benfica;Real Sociedad;Arsen Zakharyan;12;ru RUS;LW;20-166;13;0;0;0;0;0;0;0;0;8;0;0;1;0.0;0.0;0.0;0;0;4;7;57.1;1;5;0;0;0
Real Sociedad vs. Benfica;Real Sociedad;Takefusa Kubo;14;jp JPN;RW;22-157;69;0;0;0;0;0;0;0;0;35;1;0;0;0.0;0.0;0.2;6;0;22;25;88.0;2;22;1;7;2
Real Sociedad vs. Benfica;Real Sociedad;Carlos Fernández;9;es ESP;RW;27-170;21;0;0;0;0;0;0;1;0;9;0;0;0;0.0;0.0;0.0;1;0;5;7;71.4;0;3;0;0;0
Real Sociedad vs. Benfica;Real Sociedad;Mikel Merino;8;es ESP;LM;27-139;90;1;1;0;0;4;3;0;0;73;2;1;1;1.4;1.4;0.2;5;1;44;57;77.2;8;40;0;3;2
Real Sociedad vs. Benfica;Real Sociedad;Martín Zubimendi;4;es ESP;CM;24-279;90;0;0;0;0;1;0;0;0;63;2;1;2;0.1;0.1;0.0;1;0;48;55;87.3;7;40;2;1;1
Real Sociedad vs. Benfica;Real Sociedad;Brais Méndez;23;es ESP;RM;26-305;69;0;0;0;1;2;0;0;0;55;3;0;2;0.9;0.1;0.4;2;0;30;39;76.9;4;30;0;3;0
Real Sociedad vs. Benfica;Real Sociedad;Beñat Turrientes;22;es ESP;RM;21-281;21;0;0;0;0;0;0;0;0;14;0;0;0;0.0;0.0;0.2;4;0;6;13;46.2;2;7;1;1;1
Real Sociedad vs. Benfica;Real Sociedad;Aihen Muñoz;3;es ESP;LB;26-084;90;0;1;0;0;1;0;0;0;55;2;1;0;0.0;0.0;0.8;2;1;36;46;78.3;4;25;4;3;1
Real Sociedad vs. Benfica;Real Sociedad;Robin Le Normand;24;es ESP;CB;26-362;90;0;0;0;0;0;0;0;0;41;2;2;0;0.0;0.0;0.0;0;0;27;34;79.4;1;21;0;0;0
Real Sociedad vs. Benfica;Real Sociedad;Igor Zubeldia;5;es ESP;CB;26-223;90;0;0;0;0;1;0;0;0;59;4;1;2;0.0;0.0;0.0;0;0;38;45;84.4;6;34;0;0;0
Real Sociedad vs. Benfica;Real Sociedad;Aritz Elustondo;6;es ESP;RB;29-225;85;0;0;0;0;2;0;0;0;57;4;1;2;0.1;0.1;0.0;0;0;29;40;72.5;2;24;2;2;1
Real Sociedad vs. Benfica;Real Sociedad;Álvaro Odriozola;2;es ESP;RB;27-329;5;0;0;0;0;0;0;0;0;4;0;1;1;0.0;0.0;0.0;0;0;0;3;0.0;0;2;1;0;0
Real Sociedad vs. Benfica;Real Sociedad;Álex Remiro;1;es ESP;GK;28-229;90;0;0;0;0;0;0;0;0;25;0;0;0;0.0;0.0;0.0;0;0;13;23;56.5;0;13;0;0;0
Real Sociedad vs. Benfica;Benfica;Arthur;9;br BRA;FW;25-197;63;0;0;0;0;1;0;0;0;15;3;0;0;0.1;0.1;0.1;3;2;6;8;75.0;1;7;0;1;1
Real Sociedad vs. Benfica;Benfica;Petar Musa;33;hr CRO;FW;25-249;27;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;2;4;50.0;0;2;0;1;1
Real Sociedad vs. Benfica;Benfica;Rafa Silva;27;pt POR;LW;30-175;84;1;0;0;0;4;1;0;0;37;1;2;1;0.5;0.5;0.0;2;0;19;26;73.1;3;15;1;2;0
Real Sociedad vs. Benfica;Benfica;Gonçalo Guedes;17;pt POR;LW;26-344;6;0;0;0;0;0;0;0;0;5;0;0;1;0.0;0.0;0.0;0;0;0;0;;0;2;0;2;0
Real Sociedad vs. Benfica;Benfica;Ángel Di María;11;ar ARG;RW;35-267;84;0;0;0;0;1;1;0;0;34;2;0;0;0.0;0.0;0.1;4;0;21;27;77.8;5;20;1;1;0
Real Sociedad vs. Benfica;Benfica;Casper Tengstedt;19;dk DEN;RW;23-160;6;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;1;3;33.3;1;3;0;1;0
Real Sociedad vs. Benfica;Benfica;Fredrik Aursnes;8;no NOR;RM,LM;27-333;90;0;0;0;0;0;0;0;0;53;1;0;1;0.0;0.0;0.0;2;0;34;45;75.6;2;16;0;1;0
Real Sociedad vs. Benfica;Benfica;João Mário;20;pt POR;CM;30-293;84;0;0;0;0;2;0;0;0;48;0;0;0;0.0;0.0;0.0;0;0;32;36;88.9;2;21;1;3;2
Real Sociedad vs. Benfica;Benfica;Chiquinho;22;pt POR;CM;28-112;6;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;1;0;0;0
Real Sociedad vs. Benfica;Benfica;Florentino Luís;61;pt POR;CM;24-081;30;0;0;0;0;0;0;1;0;10;1;0;1;0.0;0.0;0.0;0;0;3;6;50.0;0;3;0;0;0
Real Sociedad vs. Benfica;Benfica;David Jurásek;13;cz CZE;LM;23-093;60;0;0;0;0;0;0;0;0;57;3;0;1;0.0;0.0;0.0;1;0;18;43;41.9;1;16;1;2;0
Real Sociedad vs. Benfica;Benfica;João Neves;87;pt POR;CM,RM;19-042;90;0;0;0;0;0;0;0;0;68;5;3;2;0.0;0.0;0.1;2;0;30;42;71.4;1;30;1;1;0
Real Sociedad vs. Benfica;Benfica;Morato;5;br BRA;CB;22-131;90;0;0;0;0;0;0;0;0;61;5;3;2;0.0;0.0;0.0;0;0;35;45;77.8;0;21;1;1;0
Real Sociedad vs. Benfica;Benfica;Nicolás Otamendi;30;ar ARG;CB;35-269;90;0;1;0;0;3;2;0;0;58;1;0;3;0.1;0.1;0.4;3;0;39;47;83.0;1;26;0;0;0
Real Sociedad vs. Benfica;Benfica;António Silva;4;pt POR;CB;20-009;90;0;0;0;0;0;0;0;0;57;3;1;1;0.0;0.0;0.0;2;0;43;50;86.0;0;35;1;2;1
Real Sociedad vs. Benfica;Benfica;Anatolii Trubin;1;ua UKR;GK;22-099;90;0;0;0;0;0;0;0;0;40;0;0;0;0.0;0.0;0.0;0;0;24;37;64.9;0;19;0;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Álvaro Morata;19;es ESP;FW;31-015;90;2;1;0;0;3;2;0;0;28;1;0;0;0.8;0.8;0.0;1;0;19;20;95.0;0;14;1;1;0
Atlético Madrid vs. Celtic;Atlético Madrid;Ángel Correa;10;ar ARG;FW;28-243;90;0;0;0;0;5;2;0;0;54;0;0;1;0.5;0.5;0.4;7;0;31;36;86.1;8;35;2;10;4
Atlético Madrid vs. Celtic;Atlético Madrid;Antoine Griezmann;7;fr FRA;CM;32-231;64;2;0;0;0;6;3;0;0;74;2;0;1;0.7;0.7;0.1;9;1;52;61;85.2;9;31;2;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Saúl Ñíguez;8;es ESP;CM;28-351;26;1;0;0;0;1;1;0;0;28;1;0;0;0.3;0.3;0.0;1;0;19;25;76.0;1;18;0;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Koke;6;es ESP;CM;31-303;90;0;0;0;0;1;0;0;0;139;3;0;0;0.0;0.0;0.0;5;2;125;131;95.4;5;71;0;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Pablo Barrios;24;es ESP;CM;20-145;45;0;0;0;0;2;1;0;0;45;2;1;0;0.2;0.2;0.1;1;0;30;35;85.7;2;18;1;1;1
Atlético Madrid vs. Celtic;Atlético Madrid;Marcos Llorente;14;es ESP;CM;28-281;45;0;0;0;0;1;1;0;0;46;0;0;2;0.0;0.0;0.5;3;0;35;41;85.4;5;24;2;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Rodrigo Riquelme;25;es ESP;LB;23-219;64;0;0;0;0;2;0;0;0;50;3;1;0;0.2;0.2;0.2;7;1;31;37;83.8;4;32;6;9;5
Atlético Madrid vs. Celtic;Atlético Madrid;Samuel Lino;12;br BRA;LB;23-319;26;1;2;0;0;3;1;0;0;32;0;0;0;0.2;0.2;0.3;2;2;26;27;96.3;3;20;2;1;1
Atlético Madrid vs. Celtic;Atlético Madrid;Mario Hermoso;22;es ESP;CB;28-142;90;0;0;0;0;0;0;0;0;125;1;2;1;0.0;0.0;0.0;1;1;108;117;92.3;11;48;0;2;2
Atlético Madrid vs. Celtic;Atlético Madrid;José María Giménez;2;uy URU;CB;28-291;76;0;1;0;0;2;1;0;0;56;0;1;0;0.1;0.1;0.7;1;1;46;51;90.2;0;28;0;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Çağlar Söyüncü;4;tr TUR;CB;27-168;14;0;0;0;0;0;0;1;0;17;0;0;0;0.0;0.0;0.0;1;0;17;17;100.0;0;11;0;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Axel Witsel;20;be BEL;CB;34-299;90;0;0;0;0;0;0;0;0;105;1;2;1;0.0;0.0;0.1;3;1;96;97;99.0;8;65;1;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;Nahuel Molina;16;ar ARG;RB;25-215;70;0;0;0;0;1;0;0;0;80;0;0;1;0.0;0.0;0.1;8;1;64;75;85.3;10;45;2;0;0
Atlético Madrid vs. Celtic;Atlético Madrid;César Azpilicueta;3;es ESP;RB;34-071;20;0;0;0;0;0;0;0;0;42;2;0;1;0.0;0.0;0.0;1;0;35;38;92.1;4;22;3;2;1
Atlético Madrid vs. Celtic;Atlético Madrid;Jan Oblak;13;si SVN;GK;30-304;90;0;0;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.0;0;0;8;10;80.0;0;6;0;0;0
Atlético Madrid vs. Celtic;Celtic;Luis Enrique Palma;7;hn HON;FW;23-294;45;0;0;0;0;1;1;1;0;;;0;;;;;;;;;;;;;;
Atlético Madrid vs. Celtic;Celtic;Oh Hyeongyu;19;kr KOR;FW;22-209;45;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;
Atlético Madrid vs. Celtic;Celtic;Kyogo Furuhashi;8;jp JPN;FW;28-291;60;0;0;0;0;0;0;0;0;6;0;0;0;0.0;0.0;0.0;0;0;0;1;0.0;0;3;0;0;0
Atlético Madrid vs. Celtic;Celtic;Yang Hyunjun;13;kr KOR;FW;21-166;30;0;0;0;0;0;0;0;0;16;0;0;1;0.0;0.0;0.0;0;0;8;9;88.9;0;6;0;2;0
Atlético Madrid vs. Celtic;Celtic;Daizen Maeda;38;jp JPN;RW;26-018;22;0;0;0;0;0;0;1;1;14;0;1;0;0.0;0.0;0.0;0;0;5;7;71.4;1;13;2;4;1
Atlético Madrid vs. Celtic;Celtic;Paulo Bernardo;28;pt POR;LM;21-287;60;0;0;0;0;0;0;0;0;26;1;2;2;0.0;0.0;0.0;0;0;18;21;85.7;0;19;3;3;3
Atlético Madrid vs. Celtic;Celtic;David Turnbull;14;sct SCO;LM;24-120;30;0;0;0;0;0;0;0;0;13;1;0;1;0.0;0.0;0.0;0;0;4;7;57.1;0;4;0;0;0
Atlético Madrid vs. Celtic;Celtic;Callum McGregor;42;sct SCO;CM;30-146;70;0;0;0;0;0;0;0;0;55;0;0;5;0.0;0.0;0.0;0;0;40;42;95.2;2;26;0;0;0
Atlético Madrid vs. Celtic;Celtic;Tomoki Iwata;24;jp JPN;CM;26-214;20;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;7;8;87.5;1;5;1;0;0
Atlético Madrid vs. Celtic;Celtic;Matt O'Riley;33;dk DEN;RM,CM;22-351;45;0;0;0;0;0;0;0;0;22;2;0;1;0.0;0.0;0.0;0;0;11;15;73.3;0;11;0;2;1
Atlético Madrid vs. Celtic;Celtic;Odin Thiago Holm;15;no NOR;MF;20-293;45;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;
Atlético Madrid vs. Celtic;Celtic;Greg Taylor;3;sct SCO;LB;26-002;90;0;0;0;0;0;0;0;0;70;0;0;0;0.0;0.0;0.0;0;0;54;63;85.7;5;30;0;2;1
Atlético Madrid vs. Celtic;Celtic;Liam Scales;5;ie IRL;CB;25-091;90;0;0;0;0;0;0;0;0;77;4;0;1;0.0;0.0;0.0;1;0;62;70;88.6;4;43;0;0;0
Atlético Madrid vs. Celtic;Celtic;Cameron Carter-Vickers;20;us USA;CB;25-311;90;0;0;0;0;0;0;0;0;75;3;0;2;0.0;0.0;0.0;1;0;58;64;90.6;2;40;0;0;0
Atlético Madrid vs. Celtic;Celtic;Alistair Johnston;2;ca CAN;RB;25-030;90;0;0;0;0;0;0;0;0;65;2;1;0;0.0;0.0;0.0;0;0;49;55;89.1;7;35;2;0;0
Atlético Madrid vs. Celtic;Celtic;Joe Hart;1;eng ENG;GK;36-202;90;0;0;0;0;0;0;0;0;46;0;0;0;0.0;0.0;0.0;0;0;35;40;87.5;0;23;0;0;0
Arsenal vs. PSV Eindhoven;Arsenal;Gabriel Jesus;9;br BRA;FW;26-170;68;1;0;0;0;6;3;0;0;33;0;1;2;1.3;1.3;0.1;3;1;11;13;84.6;1;19;2;7;2
Arsenal vs. PSV Eindhoven;Arsenal;Emile Smith Rowe;10;eng ENG;LM;23-054;22;0;0;0;0;1;0;0;0;19;0;0;0;0.0;0.0;0.1;4;1;16;17;94.1;3;13;0;0;0
